"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48271","Kinney County, TX","706","0","170","29","24.1","4.1","536","29","75.9","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48273","Kleberg County, TX","4,240","0","615","127","14.5","3.0","3,625","127","85.5","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48273","Kleberg County, TX","4,316","0","579","113","13.4","2.6","3,737","113","86.6","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48273","Kleberg County, TX","4,469","0","659","116","14.7","2.6","3,810","116","85.3","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48273","Kleberg County, TX","4,534","0","846","128","18.7","2.8","3,688","128","81.3","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48273","Kleberg County, TX","4,710","0","911","141","19.3","3.0","3,799","141","80.7","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48273","Kleberg County, TX","4,737","0","958","148","20.2","3.1","3,778","148","79.8","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48273","Kleberg County, TX","4,900","0","916","151","18.7","3.1","3,984","151","81.3","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48275","Knox County, TX","721","0","156","32","21.6","4.4","565","32","78.4","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48275","Knox County, TX","714","0","136","28","19.0","3.9","578","28","81.0","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48275","Knox County, TX","716","0","168","29","23.5","4.1","548","29","76.5","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48275","Knox County, TX","709","0","185","28","26.1","3.9","524","28","73.9","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48275","Knox County, TX","708","0","192","29","27.2","4.0","516","29","72.8","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48275","Knox County, TX","725","0","209","32","28.9","4.4","515","32","71.1","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48275","Knox County, TX","686","0","187","30","27.2","4.3","499","30","72.8","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48277","Lamar County, TX","9,567","0","1,348","252","14.1","2.6","8,219","252","85.9","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48277","Lamar County, TX","9,659","0","1,531","266","15.9","2.8","8,128","266","84.1","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48277","Lamar County, TX","9,711","0","1,813","284","18.7","2.9","7,898","284","81.3","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48277","Lamar County, TX","9,711","0","2,165","289","22.3","3.0","7,546","289","77.7","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48277","Lamar County, TX","9,644","0","2,025","285","21.0","3.0","7,619","285","79.0","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48277","Lamar County, TX","9,690","0","2,046","295","21.1","3.0","7,644","295","78.9","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48277","Lamar County, TX","9,610","0","1,907","282","19.8","2.9","7,703","282","80.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48279","Lamb County, TX","2,440","0","510","100","20.9","4.1","1,930","100","79.1","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48279","Lamb County, TX","2,431","0","526","94","21.6","3.9","1,905","94","78.4","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48279","Lamb County, TX","2,457","0","556","89","22.6","3.6","1,901","89","77.4","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48279","Lamb County, TX","2,465","0","614","91","24.9","3.7","1,851","91","75.1","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48279","Lamb County, TX","2,443","0","587","89","24.0","3.7","1,856","89","76.0","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48279","Lamb County, TX","2,457","0","649","94","26.4","3.8","1,808","94","73.6","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48279","Lamb County, TX","2,434","0","633","97","26.0","4.0","1,801","97","74.0","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48281","Lampasas County, TX","4,431","0","679","142","15.3","3.2","3,752","142","84.7","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48281","Lampasas County, TX","4,364","0","698","135","16.0","3.1","3,666","135","84.0","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48281","Lampasas County, TX","4,299","0","797","135","18.5","3.1","3,502","135","81.5","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48281","Lampasas County, TX","4,197","0","907","130","21.6","3.1","3,290","130","78.4","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48281","Lampasas County, TX","4,200","0","906","133","21.6","3.2","3,294","133","78.4","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48281","Lampasas County, TX","4,191","0","948","136","22.6","3.2","3,243","136","77.4","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48281","Lampasas County, TX","4,067","0","879","137","21.6","3.4","3,188","137","78.4","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48283","La Salle County, TX","985","0","140","35","14.2","3.6","845","35","85.8","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48283","La Salle County, TX","984","0","135","31","13.7","3.2","849","31","86.3","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48283","La Salle County, TX","998","0","188","37","18.8","3.7","810","37","81.2","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48283","La Salle County, TX","991","0","207","36","20.9","3.6","784","36","79.1","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48283","La Salle County, TX","923","0","206","36","22.3","3.9","717","36","77.7","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48283","La Salle County, TX","972","0","246","41","25.4","4.2","725","41","74.6","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48283","La Salle County, TX","997","0","239","43","24.0","4.3","757","43","76.0","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48285","Lavaca County, TX","4,053","0","567","117","14.0","2.9","3,486","117","86.0","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48285","Lavaca County, TX","4,097","0","491","95","12.0","2.3","3,606","95","88.0","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48285","Lavaca County, TX","4,108","0","643","111","15.7","2.7","3,465","111","84.3","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48285","Lavaca County, TX","4,149","0","835","117","20.1","2.8","3,314","117","79.9","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48285","Lavaca County, TX","4,170","0","812","117","19.5","2.8","3,358","117","80.5","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48285","Lavaca County, TX","4,218","0","835","124","19.8","2.9","3,382","124","80.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48285","Lavaca County, TX","4,211","0","839","133","19.9","3.2","3,373","133","80.1","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48287","Lee County, TX","3,794","0","535","118","14.1","3.1","3,259","118","85.9","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48287","Lee County, TX","3,801","0","577","113","15.2","3.0","3,224","113","84.8","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48287","Lee County, TX","3,731","0","587","107","15.7","2.9","3,144","107","84.3","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48287","Lee County, TX","3,681","0","824","121","22.4","3.3","2,857","121","77.6","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48287","Lee County, TX","3,528","0","734","109","20.8","3.1","2,794","109","79.2","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48287","Lee County, TX","3,489","0","775","116","22.2","3.3","2,714","116","77.8","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48287","Lee County, TX","3,349","0","743","114","22.2","3.4","2,606","114","77.8","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48289","Leon County, TX","3,661","0","630","125","17.2","3.4","3,031","125","82.8","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48289","Leon County, TX","3,696","0","596","114","16.1","3.1","3,100","114","83.9","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48289","Leon County, TX","3,686","0","700","118","19.0","3.2","2,986","118","81.0","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48289","Leon County, TX","3,673","0","821","119","22.4","3.2","2,852","119","77.6","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48289","Leon County, TX","3,709","0","818","120","22.1","3.2","2,891","120","77.9","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48289","Leon County, TX","3,769","0","893","130","23.7","3.4","2,875","130","76.3","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48289","Leon County, TX","3,707","0","813","127","21.9","3.4","2,894","127","78.1","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48291","Liberty County, TX","14,977","0","2,587","439","17.3","2.9","12,390","439","82.7","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48291","Liberty County, TX","14,917","0","2,388","411","16.0","2.8","12,529","411","84.0","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48291","Liberty County, TX","14,764","0","2,693","413","18.2","2.8","12,071","413","81.8","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48291","Liberty County, TX","14,651","0","3,025","405","20.6","2.8","11,626","405","79.4","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48291","Liberty County, TX","14,443","0","3,131","408","21.7","2.8","11,312","408","78.3","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48291","Liberty County, TX","14,462","0","3,269","431","22.6","3.0","11,193","431","77.4","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48291","Liberty County, TX","14,103","0","3,016","413","21.4","2.9","11,087","413","78.6","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48293","Limestone County, TX","4,511","0","712","136","15.8","3.0","3,799","136","84.2","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48293","Limestone County, TX","4,642","0","715","131","15.4","2.8","3,927","131","84.6","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48293","Limestone County, TX","4,632","0","826","134","17.8","2.9","3,806","134","82.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48293","Limestone County, TX","4,572","0","869","128","19.0","2.8","3,703","128","81.0","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48293","Limestone County, TX","4,600","0","906","133","19.7","2.9","3,694","133","80.3","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48293","Limestone County, TX","4,583","0","880","129","19.2","2.8","3,703","129","80.8","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48293","Limestone County, TX","4,482","0","823","136","18.4","3.0","3,659","136","81.6","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48295","Lipscomb County, TX","666","0","123","24","18.5","3.6","543","24","81.5","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48295","Lipscomb County, TX","713","0","116","23","16.3","3.2","597","23","83.7","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48295","Lipscomb County, TX","702","0","126","23","17.9","3.3","576","23","82.1","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48295","Lipscomb County, TX","696","0","156","24","22.4","3.4","540","24","77.6","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48295","Lipscomb County, TX","662","0","143","22","21.6","3.4","519","22","78.4","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48295","Lipscomb County, TX","655","0","154","23","23.4","3.5","502","23","76.6","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48295","Lipscomb County, TX","621","0","135","22","21.8","3.6","485","22","78.2","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48297","Live Oak County, TX","2,379","0","364","81","15.3","3.4","2,015","81","84.7","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48297","Live Oak County, TX","2,429","0","336","71","13.8","2.9","2,093","71","86.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48297","Live Oak County, TX","2,441","0","373","72","15.3","2.9","2,068","72","84.7","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48297","Live Oak County, TX","2,442","0","455","76","18.6","3.1","1,987","76","81.4","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48297","Live Oak County, TX","2,409","0","441","74","18.3","3.1","1,968","74","81.7","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48297","Live Oak County, TX","2,407","0","454","79","18.9","3.3","1,952","79","81.1","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48297","Live Oak County, TX","2,413","0","467","82","19.3","3.4","1,946","82","80.7","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48299","Llano County, TX","4,824","0","709","147","14.7","3.0","4,115","147","85.3","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48299","Llano County, TX","4,859","0","663","133","13.6","2.7","4,196","133","86.4","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48299","Llano County, TX","4,825","0","816","143","16.9","3.0","4,009","143","83.1","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48299","Llano County, TX","4,888","0","1,023","151","20.9","3.1","3,865","151","79.1","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48299","Llano County, TX","4,881","0","1,029","153","21.1","3.1","3,853","153","78.9","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48299","Llano County, TX","5,040","0","983","149","19.5","3.0","4,057","149","80.5","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48299","Llano County, TX","5,113","0","978","162","19.1","3.2","4,135","162","80.9","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48301","Loving County, TX","20","0","3","1","15.0","5.0","17","1","85.0","5.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48301","Loving County, TX","22","0","1","1","4.5","4.5","21","1","95.5","4.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48301","Loving County, TX","25","0","4","1","16.0","4.0","21","1","84.0","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48301","Loving County, TX","27","0","4","1","14.8","3.7","23","1","85.2","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48301","Loving County, TX","22","0","4","<1","16.6","3.2","18","<1","83.4","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48301","Loving County, TX","38","0","7","1","19.6","3.7","31","1","80.4","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48301","Loving County, TX","26","0","6","1","21.5","4.3","20","1","78.5","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48303","Lubbock County, TX","46,955","0","6,242","993","13.3","2.1","40,713","993","86.7","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48303","Lubbock County, TX","46,888","0","5,978","908","12.7","1.9","40,910","908","87.3","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48303","Lubbock County, TX","46,585","0","7,269","1,000","15.6","2.1","39,316","1,000","84.4","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48303","Lubbock County, TX","46,148","0","9,364","1,064","20.3","2.3","36,784","1,064","79.7","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48303","Lubbock County, TX","45,700","0","8,254","1,013","18.1","2.2","37,446","1,013","81.9","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48303","Lubbock County, TX","45,147","0","9,024","1,091","20.0","2.4","36,123","1,091","80.0","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48303","Lubbock County, TX","44,273","0","8,059","1,059","18.2","2.4","36,215","1,059","81.8","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48305","Lynn County, TX","1,159","0","229","46","19.8","4.0","930","46","80.2","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48305","Lynn County, TX","1,166","0","225","45","19.3","3.9","941","45","80.7","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48305","Lynn County, TX","1,166","0","220","38","18.9","3.3","946","38","81.1","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48305","Lynn County, TX","1,170","0","283","42","24.2","3.6","887","42","75.8","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48305","Lynn County, TX","1,148","0","261","41","22.8","3.6","887","41","77.2","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48305","Lynn County, TX","1,145","0","279","44","24.3","3.8","866","44","75.7","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48305","Lynn County, TX","1,158","0","273","45","23.6","3.9","885","45","76.4","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48307","McCulloch County, TX","1,699","0","305","66","18.0","3.9","1,394","66","82.0","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48307","McCulloch County, TX","1,707","0","289","61","16.9","3.6","1,418","61","83.1","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48307","McCulloch County, TX","1,711","0","323","58","18.9","3.4","1,388","58","81.1","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48307","McCulloch County, TX","1,764","0","404","63","22.9","3.6","1,360","63","77.1","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48307","McCulloch County, TX","1,752","0","423","63","24.1","3.6","1,329","63","75.9","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48307","McCulloch County, TX","1,804","0","432","69","24.0","3.8","1,372","69","76.0","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48307","McCulloch County, TX","1,802","0","444","76","24.7","4.2","1,357","76","75.3","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48309","McLennan County, TX","41,825","0","6,000","941","14.3","2.2","35,825","941","85.7","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48309","McLennan County, TX","42,011","0","5,791","855","13.8","2.0","36,220","855","86.2","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48309","McLennan County, TX","41,776","0","6,703","932","16.0","2.2","35,073","932","84.0","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48309","McLennan County, TX","41,698","0","7,540","915","18.1","2.2","34,158","915","81.9","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48309","McLennan County, TX","41,201","0","7,972","930","19.3","2.3","33,229","930","80.7","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48309","McLennan County, TX","40,830","0","7,525","944","18.4","2.3","33,305","944","81.6","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48309","McLennan County, TX","39,939","0","7,816","989","19.6","2.5","32,123","989","80.4","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48311","McMullen County, TX","161","0","17","4","10.6","2.5","144","4","89.4","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48311","McMullen County, TX","175","0","17","4","9.7","2.3","158","4","90.3","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48311","McMullen County, TX","169","0","14","3","8.3","1.8","155","3","91.7","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48311","McMullen County, TX","181","0","20","4","11.0","2.2","161","4","89.0","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48311","McMullen County, TX","166","0","24","4","14.1","2.6","143","4","85.9","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48311","McMullen County, TX","158","0","28","5","17.9","3.1","130","5","82.1","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48311","McMullen County, TX","157","0","22","4","13.9","2.8","135","4","86.1","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48313","Madison County, TX","2,146","0","375","80","17.5","3.7","1,771","80","82.5","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48313","Madison County, TX","2,150","0","343","69","16.0","3.2","1,807","69","84.0","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48313","Madison County, TX","2,127","0","387","70","18.2","3.3","1,740","70","81.8","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48313","Madison County, TX","2,142","0","487","73","22.7","3.4","1,655","73","77.3","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48313","Madison County, TX","2,183","0","572","81","26.2","3.7","1,611","81","73.8","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48313","Madison County, TX","2,189","0","554","82","25.3","3.7","1,635","82","74.7","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48313","Madison County, TX","2,176","0","592","89","27.2","4.1","1,584","89","72.8","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48315","Marion County, TX","2,546","0","428","97","16.8","3.8","2,118","97","83.2","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48315","Marion County, TX","2,580","0","400","84","15.5","3.3","2,180","84","84.5","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48315","Marion County, TX","2,600","0","499","92","19.2","3.5","2,101","92","80.8","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48315","Marion County, TX","2,667","0","577","94","21.6","3.5","2,090","94","78.4","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48315","Marion County, TX","2,685","0","629","97","23.4","3.6","2,056","97","76.6","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48315","Marion County, TX","2,768","0","622","99","22.5","3.6","2,146","99","77.5","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48315","Marion County, TX","2,691","0","603","103","22.4","3.8","2,088","103","77.6","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48317","Martin County, TX","974","0","153","34","15.7","3.5","821","34","84.3","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48317","Martin County, TX","945","0","138","28","14.6","3.0","807","28","85.4","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48317","Martin County, TX","904","0","129","25","14.3","2.8","775","25","85.7","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48317","Martin County, TX","886","0","154","28","17.4","3.2","732","28","82.6","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48317","Martin County, TX","848","0","167","27","19.7","3.2","681","27","80.3","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48317","Martin County, TX","842","0","181","29","21.5","3.4","661","29","78.5","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48317","Martin County, TX","826","0","159","28","19.2","3.4","668","28","80.8","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48319","Mason County, TX","861","0","181","38","21.0","4.4","680","38","79.0","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48319","Mason County, TX","869","0","189","36","21.7","4.1","680","36","78.3","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48319","Mason County, TX","918","0","237","41","25.8","4.5","681","41","74.2","4.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48319","Mason County, TX","947","0","308","42","32.5","4.4","639","42","67.5","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48319","Mason County, TX","935","0","246","37","26.3","4.0","689","37","73.7","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48319","Mason County, TX","968","0","230","37","23.7","3.9","739","37","76.3","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48319","Mason County, TX","977","0","248","41","25.4","4.2","729","41","74.6","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48321","Matagorda County, TX","7,560","0","1,244","242","16.5","3.2","6,316","242","83.5","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48321","Matagorda County, TX","7,667","0","1,221","229","15.9","3.0","6,446","229","84.1","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48321","Matagorda County, TX","7,690","0","1,324","228","17.2","3.0","6,366","228","82.8","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48321","Matagorda County, TX","7,752","0","1,703","250","22.0","3.2","6,049","250","78.0","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48321","Matagorda County, TX","7,714","0","1,815","255","23.5","3.3","5,899","255","76.5","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48321","Matagorda County, TX","7,609","0","1,839","260","24.2","3.4","5,771","260","75.8","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48321","Matagorda County, TX","7,510","0","1,630","253","21.7","3.4","5,880","253","78.3","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48323","Maverick County, TX","8,428","0","2,406","371","28.5","4.4","6,022","371","71.5","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48323","Maverick County, TX","8,506","0","2,240","346","26.3","4.1","6,266","346","73.7","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48323","Maverick County, TX","8,503","0","2,417","322","28.4","3.8","6,086","322","71.6","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48323","Maverick County, TX","8,263","0","2,537","317","30.7","3.8","5,726","317","69.3","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48323","Maverick County, TX","8,347","0","2,717","324","32.6","3.9","5,629","324","67.4","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48323","Maverick County, TX","8,472","0","2,869","330","33.9","3.9","5,603","330","66.1","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48323","Maverick County, TX","8,151","0","2,699","315","33.1","3.9","5,451","315","66.9","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48325","Medina County, TX","9,873","0","1,318","264","13.3","2.7","8,555","264","86.7","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48325","Medina County, TX","9,629","0","1,361","247","14.1","2.6","8,268","247","85.9","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48325","Medina County, TX","9,543","0","1,630","262","17.1","2.7","7,913","262","82.9","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48325","Medina County, TX","9,608","0","1,958","280","20.4","2.9","7,650","280","79.6","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48325","Medina County, TX","9,539","0","1,994","281","20.9","2.9","7,545","281","79.1","2.9"
